//====================================================
//
//                 ALLAN JPA ~~ SEASON 14 FULL
//                    SENIOR PROFISSIONAL
// [ WHATSAPP ]     
// [ NUMBER   ]     *22 999518600
// [ URL      ] www.AprendizMuOnline.com.br   
//
//       
//
//=====================================================
//Section 	 Type 	 StatType 	 OptionIndex1 	 OptionIndex2 	 OptionIndex3 	 
0 		 2 	 0 		 21 		 0 		 0 		   
0 		 14 	 0 		 11 		 0 		 0 		   
0 		 17 	 0 		 57 		 0 		 0 		   
0 		 31 	 2 		 60 		 0 		 0 		   
0 		 32 	 0 		 37 		 38 		 0 		   
0 		 33 	 0 		 56 		 0 		 0 		   
0 		 34 	 0 		 63 		 0 		 0 		   
2 		 1 	 0 		 1 		 0 		 0 		   
2 		 11 	 0 		 61 		 0 		 0 		   
4 		 5 	 1 		 29 		 0 		 0 		   
4 		 9 	 1 		 23 		 0 		 0 		   
4 		 17 	 1 		 59 		 0 		 0 		   
5 		 0 	 2 		 13 		 0 		 0 		   
5 		 8 	 2 		 51 		 0 		 0 		   
5 		 9 	 2 		 58 		 0 		 0 		   
5 		 18 	 2 		 62 		 0 		 0 		   
6 		 0 	 3 		 0 		 2 		 0 		   
6 		 6 	 3 		 17 		 0 		 0 		   
6 		 9 	 3 		 5 		 0 		 0 		   
6 		 12 	 3 		 50 		 0 		 0 		   
6 		 30 	 3 		 74 		 0 		 0 		   
6 		 32 	 3 		 72 		 0 		 0 		   
6 		 42 	 3 		 143 		 0 		 0 		   
7 		 0 	 3 		 4 		 0 		 0 		   
7 		 1 	 3 		 11 		 12 		 0 		   
7 		 2 	 3 		 13 		 14 		 0 		   
7 		 3 	 3 		 19 		 20 		 0 		   
7 		 4 	 3 		 16 		 0 		 0 		   
7 		 5 	 3 		 1 		 2 		 0 		   
7 		 6 	 3 		 5 		 6 		 0 		   
7 		 7 	 3 		 17 		 0 		 0 		   
7 		 8 	 3 		 8 		 0 		 0 		   
7 		 9 	 3 		 10 		 0 		 0 		   
7 		 10 	 3 		 21 		 22 		 0 		   
7 		 11 	 3 		 23 		 0 		 0 		   
7 		 12 	 3 		 25 		 0 		 0 		   
7 		 13 	 3 		 28 		 0 		 0 		   
7 		 14 	 3 		 0 		 30 		 0 		   
7 		 17 	 3 		 57 		 0 		 0 		   
7 		 26 	 3 		 33 		 0 		 0 		   
7 		 36 	 3 		 52 		 0 		 0 		   
7 		 38 	 3 		 61 		 0 		 0 		   
7 		 40 	 3 		 35 		 36 		 0 		   
7 		 59 	 1 		 37 		 0 		 0 		   
7 		 61 	 1 		 63 		 0 		 0 		   
7 		 62 	 3 		 39 		 0 		 0 		   
7 		 63 	 3 		 40 		 0 		 0 		   
7 		 64 	 3 		 41 		 0 		 0 		   
7 		 65 	 3 		 42 		 0 		 0 		   
7 		 66 	 3 		 43 		 0 		 0 		   
7 		 67 	 3 		 44 		 0 		 0 		   
7 		 68 	 3 		 45 		 0 		 0 		   
7 		 69 	 3 		 46 		 0 		 0 		   
7 		 70 	 3 		 47 		 0 		 0 		   
7 		 72 	 3 		 49 		 0 		 0 		   
7 		 92 	 3 		 71 		 0 		 0 		   
7 		 94 	 3 		 72 		 0 		 0 		   
7 		 95 	 3 		 74 		 0 		 0 		   
7 		 96 	 3 		 76 		 0 		 0 		   
7 		 97 	 3 		 77 		 0 		 0 		   
7 		 98 	 24 		 78 		 0 		 0 		   
7 		 99 	 24 		 80 		 0 		 0 		   
7 		 100 	 24 		 82 		 0 		 0 		   
7 		 101 	 24 		 84 		 0 		 0 		   
7 		 103 	 24 		 88 		 0 		 0 		   
7 		 104 	 24 		 90 		 0 		 0 		   
7 		 105 	 24 		 92 		 0 		 0 		   
7 		 106 	 24 		 132 		 0 		 0 		   
7 		 107 	 24 		 133 		 0 		 0 		   
7 		 108 	 24 		 134 		 0 		 0 		   
7 		 109 	 24 		 135 		 0 		 0 		   
7 		 111 	 24 		 137 		 0 		 0 		   
7 		 112 	 24 		 138 		 0 		 0 		   
7 		 113 	 24 		 139 		 0 		 0 		   
7 		 114 	 24 		 140 		 0 		 0 		   
7 		 119 	 2 		 143 		 0 		 0 		   
7 		 122 	 24 		 144 		 0 		 0 		   
7 		 123 	 24 		 145 		 0 		 0 		   
7 		 124 	 2 		 146 		 0 		 0 		   
7 		 125 	 2 		 147 		 0 		 0 		   
7 		 126 	 2 		 148 		 149 		 0 		   
7 		 127 	 24 		 160 		 0 		 0 		   
7 		 130 	 3 		 94 		 95 		 0 		   
7 		 131 	 3 		 96 		 97 		 0 		   
7 		 132 	 3 		 98 		 99 		 0 		   
7 		 134 	 3 		 102 		 103 		 0 		   
7 		 135 	 3 		 104 		 105 		 0 		   
7 		 136 	 3 		 106 		 107 		 0 		   
7 		 137 	 3 		 108 		 109 		 0 		   
7 		 138 	 24 		 110 		 0 		 0 		   
7 		 139 	 24 		 111 		 0 		 0 		   
7 		 140 	 24 		 112 		 0 		 0 		   
7 		 141 	 24 		 113 		 0 		 0 		   
7 		 143 	 24 		 115 		 0 		 0 		   
7 		 144 	 24 		 116 		 0 		 0 		   
7 		 145 	 24 		 117 		 0 		 0 		   
7 		 150 	 24 		 118 		 0 		 0 		   
7 		 151 	 24 		 119 		 0 		 0 		   
7 		 152 	 24 		 120 		 0 		 0 		   
7 		 153 	 24 		 121 		 0 		 0 		   
7 		 155 	 24 		 123 		 0 		 0 		   
7 		 156 	 24 		 124 		 0 		 0 		   
7 		 157 	 24 		 125 		 0 		 0 		   
7 		 158 	 24 		 126 		 0 		 0 		   
7 		 159 	 24 		 127 		 0 		 0 		   
7 		 160 	 24 		 128 		 0 		 0 		   
7 		 164 	 24 		 150 		 0 		 0 		   
7 		 165 	 24 		 151 		 0 		 0 		   
7 		 166 	 24 		 152 		 0 		 0 		   
7 		 167 	 24 		 153 		 0 		 0 		   
7 		 169 	 24 		 155 		 0 		 0 		   
7 		 170 	 24 		 156 		 0 		 0 		   
7 		 171 	 24 		 157 		 0 		 0 		   
7 		 172 	 24 		 158 		 0 		 0 		   
8 		 0 	 3 		 3 		 0 		 0 		   
8 		 1 	 3 		 0 		 12 		 0 		   
8 		 2 	 3 		 13 		 0 		 0 		   
8 		 3 	 3 		 19 		 20 		 0 		   
8 		 4 	 3 		 15 		 16 		 0 		   
8 		 5 	 3 		 1 		 0 		 0 		   
8 		 6 	 3 		 5 		 6 		 0 		   
8 		 7 	 3 		 17 		 18 		 0 		   
8 		 8 	 3 		 7 		 0 		 0 		   
8 		 9 	 3 		 9 		 10 		 0 		   
8 		 10 	 3 		 22 		 0 		 0 		   
8 		 11 	 3 		 23 		 0 		 0 		   
8 		 12 	 3 		 25 		 0 		 0 		   
8 		 13 	 3 		 27 		 0 		 0 		   
8 		 14 	 3 		 29 		 30 		 0 		   
8 		 15 	 3 		 31 		 32 		 0 		   
8 		 17 	 3 		 57 		 0 		 0 		   
8 		 18 	 3 		 58 		 0 		 0 		   
8 		 19 	 3 		 59 		 0 		 0 		   
8 		 26 	 3 		 33 		 0 		 0 		   
8 		 38 	 3 		 61 		 0 		 0 		   
8 		 40 	 3 		 0 		 36 		 0 		   
8 		 41 	 3 		 55 		 0 		 0 		   
8 		 42 	 3 		 62 		 0 		 0 		   
8 		 59 	 0 		 37 		 38 		 0 		   
8 		 61 	 0 		 63 		 0 		 0 		   
8 		 62 	 3 		 39 		 0 		 0 		   
8 		 63 	 3 		 40 		 0 		 0 		   
8 		 64 	 3 		 41 		 0 		 0 		   
8 		 65 	 3 		 42 		 0 		 0 		   
8 		 66 	 3 		 43 		 0 		 0 		   
8 		 67 	 3 		 44 		 0 		 0 		   
8 		 68 	 3 		 45 		 0 		 0 		   
8 		 69 	 3 		 46 		 0 		 0 		   
8 		 70 	 3 		 47 		 0 		 0 		   
8 		 71 	 3 		 48 		 0 		 0 		   
8 		 72 	 3 		 49 		 0 		 0 		   
8 		 92 	 3 		 71 		 0 		 0 		   
8 		 94 	 3 		 72 		 0 		 0 		   
8 		 95 	 3 		 74 		 0 		 0 		   
8 		 96 	 3 		 76 		 0 		 0 		   
8 		 97 	 3 		 77 		 0 		 0 		   
8 		 98 	 24 		 78 		 0 		 0 		   
8 		 99 	 24 		 80 		 0 		 0 		   
8 		 100 	 24 		 82 		 0 		 0 		   
8 		 101 	 24 		 84 		 0 		 0 		   
8 		 102 	 24 		 86 		 0 		 0 		   
8 		 103 	 24 		 88 		 0 		 0 		   
8 		 104 	 24 		 90 		 0 		 0 		   
8 		 105 	 24 		 92 		 0 		 0 		   
8 		 106 	 24 		 132 		 0 		 0 		   
8 		 107 	 24 		 133 		 0 		 0 		   
8 		 108 	 24 		 134 		 0 		 0 		   
8 		 109 	 24 		 135 		 0 		 0 		   
8 		 110 	 24 		 136 		 0 		 0 		   
8 		 111 	 24 		 137 		 0 		 0 		   
8 		 112 	 24 		 138 		 0 		 0 		   
8 		 113 	 24 		 139 		 0 		 0 		   
8 		 114 	 24 		 140 		 0 		 0 		   
8 		 115 	 24 		 141 		 0 		 0 		   
8 		 119 	 2 		 142 		 143 		 0 		   
8 		 122 	 24 		 144 		 0 		 0 		   
8 		 123 	 24 		 145 		 0 		 0 		   
8 		 124 	 2 		 146 		 0 		 0 		   
8 		 125 	 2 		 147 		 0 		 0 		   
8 		 126 	 2 		 148 		 149 		 0 		   
8 		 127 	 24 		 160 		 0 		 0 		   
8 		 130 	 3 		 94 		 95 		 0 		   
8 		 131 	 3 		 96 		 97 		 0 		   
8 		 132 	 3 		 98 		 99 		 0 		   
8 		 133 	 3 		 100 		 101 		 0 		   
8 		 134 	 3 		 102 		 103 		 0 		   
8 		 135 	 3 		 104 		 105 		 0 		   
8 		 136 	 3 		 106 		 107 		 0 		   
8 		 137 	 3 		 108 		 109 		 0 		   
8 		 138 	 24 		 110 		 0 		 0 		   
8 		 139 	 24 		 111 		 0 		 0 		   
8 		 140 	 24 		 112 		 0 		 0 		   
8 		 141 	 24 		 113 		 0 		 0 		   
8 		 142 	 24 		 114 		 0 		 0 		   
8 		 143 	 24 		 115 		 0 		 0 		   
8 		 144 	 24 		 116 		 0 		 0 		   
8 		 145 	 24 		 117 		 0 		 0 		   
